,braveid,bravename,bravesex,braveage,braveattack,monsterid,monstername,monsterdef,damage
1015,86,WakayamaNatsuko,女,49,429,26,ぶちスライム,10.877655548237053,95.92578148407826
1016,267,HidakaMasao,男,57,332,303,クロコダイン,13.297728123364738,44.18816699986757
1017,379,NishiwakiSara,女,55,455,302,魔王ハドラー,42.27717616426215,20.506013316282935
1018,91,IshizawaYoshinari,男,24,146,52,ポイズンリザード,74.75892893533653,9.627314861632609
1019,680,HatanoAkishi,男,20,674,283,ボストロール,18.583203034108376,182.22404294462012
1020,64,MikamiAkito,男,11,739,79,ともしびこぞう,79.38191484702388,96.2531615322695
1021,915,HongouTakako,女,45,190,263,ドラゴンガイア,8.182205703673151,59.59180630384315
1022,428,SegawaEmi,女,20,433,97,ブラウニー,68.21795794896079,34.982612532993436
1023,57,NakanoMamoru,男,12,1,33,キラースコップ,24.557522455088765,0.3912459884528469
1024,965,HatakeyamaMatsuo,男,30,437,255,スイカ岩,31.6303558567804,46.86064678435651
1025,506,NozawaRiho,女,34,481,117,メタルライダー,52.31662315813808,28.63234583689626
1026,71,AzumaGenya,男,19,163,26,ぶちスライム,10.877655548237053,91.8460189160368
1027,320,NittaMao,女,53,918,43,くさった死体,12.090993771838454,170.86290174543342
1028,576,OoshitaReina,女,50,31,169,あくまのきし,68.78622177338572,0.9961393696923551
1029,63,KatanoHirohisa,男,58,311,210,じごくのハサミ,58.59147297722057,10.27400902055243
1030,247,MoroboshiManaya,男,12,843,327,バッファロン,47.14190340917514,177.2705544349522
1031,339,KajiwaraYui,女,33,706,101,ケダモン,74.19067882742955,30.92688662835003
1032,361,IwashitaSatoko,女,16,851,292,フランケンゴーレム,35.82855955361831,171.40365280054831
1033,743,TakamatsuKazuya,男,57,78,151,てっこうまじん,23.18597071733125,6.254715876788011
1034,788,TsuchidaKikuo,男,50,998,84,トンブレロ,97.96726035462086,22.604824354515976
1035,849,TamakiSousuke,男,18,440,20,キャタピラー,93.09125065864585,26.830209204315008
1036,448,IshikawaNaruyoshi,男,35,846,85,オーク,81.73320461804853,35.43064192795424
1037,491,ShimokawaRio,女,26,468,293,ローソンキングスライム,23.73875949518932,90.46017117922003
1038,901,IshimuraYoshiji,男,44,170,239,ブリザード,89.54893343384825,4.953603126899139
1039,968,ShiodaChuuichi,男,52,766,142,きめんどうし,48.25712838931252,35.995400569962115
1040,178,HiranoOuma,男,17,117,9,リリパット,42.313179780850504,18.92669667215248
1041,17,OotomoKazuki,男,22,341,347,メタスラ＆ゴールドマン,87.39527687536646,21.263151505967752
1042,786,KawaguchiSetsuka,女,10,397,11,びっくりサタン,44.155946461972185,107.75066825096134
1043,364,AragakiKozue,女,32,457,168,ダースドラゴン,93.59314206345836,16.484193674709868
1044,136,YasuiMikiko,女,32,888,51,スマイルロック,33.10539004702668,95.13321759587618
1045,580,MaruyamaMiharu,女,23,897,241,げんじかぶと,40.55568620308012,113.7940615059067
1046,424,NakagawaHidenori,男,22,955,144,パペットマン,91.76576801565642,48.29085445825503
1047,561,MoriiYasuo,男,41,530,224,ゲリュオン,25.726084412804752,59.642329987264084
1048,223,SasaharaToshirou,男,19,468,22,どくろあらい,66.89320365033224,43.804948791796434
1049,233,ImadaYuuhi,男,12,747,29,キメラ,28.13925388232108,255.10865057093824
1050,925,SudouTeruo,男,31,916,2,ドラキー,50.07473003378037,62.561054725636374
1051,587,AnzaiShiho,女,33,53,341,虹のおたからミミック,18.602246692985624,9.092363022062068
1052,821,YamakawaMarin,女,32,107,99,ハンターフライ,77.14414784554772,4.916785163940656
1053,237,OyamadaHirofumi,男,27,499,11,びっくりサタン,44.155946461972185,43.20233698007725
1054,913,OohashiHiroyuki,男,52,998,161,まどうし,27.742044244358766,72.76810552225751
1055,420,UeharaToshiaki,男,52,32,152,エビルホーク,8.393350947353607,8.781935554522493
1056,972,YamaguchiEiji,男,17,400,223,シルバーデビル,72.382621361118,34.667675925121735
1057,181,IshizakiNatsumi,女,20,18,180,コドラ,72.83090595456996,1.2526717098593727
1058,692,MatsuzawaMasaru,男,17,426,99,ハンターフライ,77.14414784554772,33.33687712765258
1059,396,MasakiNaoki,男,12,59,102,どれいへいし,86.20066133977048,6.592895774995325
1060,273,ShinodaRio,女,15,944,58,チョコヌーバ,94.72377075193083,73.16141607013992
1061,354,HirutaKinji,男,48,141,24,あやしいかげ,80.3340455319481,4.000925712414718
1062,943,TsuboiAkiko,女,13,938,165,しのさそり,38.71921423673202,219.08930653140092
1063,971,MatsubaraKouya,男,17,941,63,どくイモムシ,89.84882999760796,69.31635485986934
1064,103,KanamoriHaruka,女,41,7,158,てつのさそり,30.347170362084796,0.5855857817720441
1065,711,UjiieChizuko,女,27,486,142,きめんどうし,48.25712838931252,44.14013923418148
1066,851,TakatsuYuuna,女,46,198,378,エデンの戦士たち２,98.25717383035712,4.7079920243122455
1067,292,KamiyamaTakatoshi,男,41,344,331,ガニラス,53.86825235298686,16.24219888058583
1068,290,ImadaYuuha,女,25,733,153,まおうのつかい,55.17997062458736,57.18296255174337
1069,515,TomiyamaTsuneo,男,33,14,32,おおきづち,0.29713330748530886,146.80833492102093
1070,269,KurokiJunichi,男,43,686,334,パイレーツプリズナー,78.58338505168804,22.07317958486011
1071,26,TakashimaShinji,男,52,735,110,たてまじん,13.505781761429569,116.24392700694673
1072,452,KanekoKeigo,男,22,312,230,やまたのおろち,8.092482637976273,187.92878077029673
1073,411,UtsumiNaoyoshi,男,15,149,206,セルゲイナス,75.47397875357818,13.32183925287286
1074,951,KawanoAono,女,30,862,29,キメラ,28.13925388232108,118.02404335526462
1075,667,ShinodaAkito,男,24,160,207,キングミニデーモン,85.29219431571298,7.972194552988756
1076,24,ShimodaHiromi,女,46,845,46,デザートゴースト,95.53368642741914,22.679745131567806
1077,476,KomuraHarumi,女,52,231,49,スノーモン,32.04405054951196,14.990010793409008
1078,623,KurodaMitsunobu,男,50,424,54,プリズニャン,7.437137965435303,124.34309517300937
1079,72,TakeuchiShigemitsu,男,55,38,114,しびれだんびら,98.30821916887868,0.7586874928651268
1080,837,MizutaniMasahiro,男,52,669,293,ローソンキングスライム,23.73875949518932,60.02461484733774
1081,936,MuramatsuHouko,女,12,392,204,くものきょじん,55.48209995532266,64.83518451567717
1082,118,UmezawaIchika,女,22,826,89,ぐんたいガニ,24.817720533946165,170.4339065907176
1083,221,KamiokaRyuugo,男,28,896,149,サブナック,9.731343958772431,372.4972420322182
1084,72,TakeuchiShigemitsu,男,55,38,347,メタスラ＆ゴールドマン,87.39527687536646,0.9308333104411223
1085,245,FuruichiYuzuha,女,22,453,103,メタルハンター,72.7621369035517,30.812217962496568
1086,596,YanagidaHinano,女,56,159,55,ミケまどう,23.601616032518958,12.316443143217688
1087,687,TakemuraShizue,女,39,566,256,トロピカルドラゴ,98.09855966622831,17.50669439384238
1088,499,KouyaNaoki,男,53,823,119,ヒートギズモ,92.13246415820852,19.52106304684235
1089,642,AritaSayuna,女,15,986,253,ギガンテス,63.26342159341283,117.64137851767856
1090,124,SasamoriSaho,女,18,42,338,デスマシーン,36.237572153171016,6.8227272903368466
1091,581,AnzaiYoshihiko,男,24,370,314,アンクルホーン,4.754813386330026,344.4475364705101
1092,423,AokiKeiko,女,23,581,38,おおくちばし,35.21326656861072,73.70708791857807
1093,924,SawamuraKarin,女,33,161,207,キングミニデーモン,85.29219431571298,6.142263079164538
1094,79,AraiHitoshi,男,55,914,77,ベビーサタン,40.86189558054431,42.378531439120096
1095,767,TaguchiKoukichi,男,41,893,244,ガーゴイル,1.489146164027344,1613.7358650758015
1096,617,OotsukaNobuyoshi,男,29,989,71,さまようよろい,91.19014991824972,37.82334527092582
1097,455,MizutaniTateaki,男,40,530,73,タホドラキー,86.28911582519747,18.080837627354594
1098,472,KitaAimi,女,40,934,343,ヘルバオムのねっこ,98.00702454335817,28.372903596211206
1099,588,KikutaRyuugo,男,56,753,243,メーダロード,49.837270903603205,32.20693238401793
1100,718,MiyauchiHideo,男,47,794,263,ドラゴンガイア,8.182205703673151,246.24078971820444
1101,202,TachikawaKiyora,男,11,213,219,メイジキメラ,10.688084638876594,196.19608838641605
1102,863,NakazatoKenji,男,47,329,67,ヘルボックル,70.78470858087249,11.614409876392216
1103,170,ToshimaMichiko,女,32,695,354,マッドルーパー,88.31418219317759,27.655597356975477
1104,667,ShinodaAkito,男,24,160,86,スライムタワー,5.199308791011492,138.66327455809986
1105,209,OokawaYoshimi,女,40,288,194,スノードラゴン,67.50708559524386,11.22962063927554
1106,20,MatsunoAira,女,15,826,137,アームライオン,53.87609943483231,116.67319276309318
1107,124,SasamoriSaho,女,18,42,260,ドラゴンキッズ,30.170816351245676,8.976852848709406
1108,284,KitayamaSaya,女,47,37,242,ホラービースト,38.087123426508306,2.2161799153114563
1109,72,TakeuchiShigemitsu,男,55,38,1,スライム,58.60486695351551,1.3698563449132066
1110,658,KameiShoutarou,男,50,211,223,シルバーデビル,72.382621361118,6.540632935634222
1111,884,TsukadaToshio,男,59,167,56,マーブルン,63.96532045161013,5.172283951821842
1112,300,IwashitaSeigo,男,14,626,230,やまたのおろち,8.092482637976273,594.1338102813479
1113,890,IwashitaMia,女,17,221,6,しましまキャット,25.004689439632177,55.01333546127919
1114,848,SakaiShigeko,女,32,693,310,つららスライム,1.272448001053783,2042.2997588685782
1115,337,AidaHaruhiko,男,56,885,214,さまようたましい,85.50429258891616,18.973415644377255
1116,320,NittaMao,女,53,918,26,ぶちスライム,10.877655548237053,186.09121783672123
1117,679,OkajimaMasatoshi,男,16,616,375,ハロウィンルイーダ,49.0229645774379,88.59915885542912
1118,365,OotsukiHiroyuki,男,32,893,13,メラリザード,62.19927739633315,50.336072108874454
1119,48,KamiyaKaho,女,34,379,23,おばけキャンドル,23.39501927846982,48.12642010088692
1120,421,HiratsukaYuzu,女,50,390,176,ガメゴン,90.99063705579518,9.335895487682345
1121,483,FushimiToshiaki,男,48,726,246,ダークスライム,37.52050891099151,42.35770765968527
1122,720,SakaiChihiro,女,35,249,43,くさった死体,12.090993771838454,68.60878726593651
1123,905,AgatsumaHirohisa,男,40,844,150,ブラッドハンド,24.730263135557152,100.71641811812196
1124,666,IharaToshio,男,51,911,331,ガニラス,53.86825235298686,34.59962641546469
1125,511,AkiyamaSeiya,男,22,799,298,リトルライバーン,84.51550457655938,44.29950271383189
1126,546,IshimaruKoutarou,男,18,955,222,マッドフィンガー,53.66732389591885,114.06015365895622
1127,861,TakefujiRiho,女,39,848,198,ふくぶくろ,88.46347669949377,25.051964635880196
1128,510,HosokawaNaho,女,29,931,370,アックスドラゴン,73.78794496596242,46.68834075731573
1129,16,HosakaToshihiro,男,59,610,296,モテモテ,45.395875616701,25.266584890055523
1130,249,AsouYuna,女,10,26,237,マリンスライム,33.71401186637642,8.957998477904239
1131,58,MatsudaAkari,女,54,878,67,ヘルボックル,70.78470858087249,26.466769958071747
1132,975,MaekawaMiyuu,女,49,38,191,ヘルバトラー,93.97437173910374,0.9832504391359467
1133,782,KokubuEizou,男,55,72,50,キラービー,32.09998237117793,4.383949919190347
1134,445,SuganoTakashi,男,13,862,84,トンブレロ,97.96726035462086,75.23511162921463
1135,306,MizutaniYoshiko,女,59,50,22,どくろあらい,66.89320365033224,1.4182901465039774
1136,501,HorieSuzuno,女,10,149,224,ゲリュオン,25.726084412804752,63.505658147636794
1137,941,OchiaiYuuka,女,55,50,216,ベホイムスライム,61.18277351794214,1.5348682884471403
1138,39,NagashimaShouta,男,49,868,182,バトルレックス,72.42100575702285,25.724185774466264
1139,476,KomuraHarumi,女,52,231,15,いっかくうさぎ,73.38213327122693,6.056680761217888
1140,511,AkiyamaSeiya,男,22,799,118,ボーンナイト,9.428769482295717,423.4207882972147
1141,720,SakaiChihiro,女,35,249,84,トンブレロ,97.96726035462086,7.744628706860347
1142,299,MatsumotoMorihiko,男,30,143,117,メタルライダー,52.31662315813808,10.382677150462808
1143,453,YamamotoKouji,男,24,964,66,ドラキーマ,83.61099881540909,52.74711865829066
1144,363,NishidaMomoka,女,15,271,271,ボボンガー,9.076922059040305,216.63245044319342
1145,774,OotaKyouko,女,30,623,99,ハンターフライ,77.14414784554772,30.160963240752146
1146,961,NegishiEizaburou,男,33,298,133,じごくのよろい,27.09023254517754,33.78418045941545
1147,438,NakazawaHaruta,男,13,298,370,アックスドラゴン,73.78794496596242,32.993600608096855
1148,820,MoriyamaYumiko,女,53,52,150,ブラッドハンド,24.730263135557152,4.3245679342356524
1149,86,WakayamaNatsuko,女,49,429,108,マミー,9.003670430155575,98.08159804978426
1150,958,HashiguchiKouji,男,31,21,242,ホラービースト,38.087123426508306,2.0473288197849637
1151,850,KaminoRin,女,39,579,234,ブラッドソード,99.33394146943809,16.988630239134732
1152,948,SekiyaChuuzou,男,43,839,142,きめんどうし,48.25712838931252,48.270498623562034
1153,471,KawashimaKaho,女,53,997,140,メトロゴースト,47.80389531512876,39.66584571896617
1154,747,KogureYuzuka,女,59,776,77,ベビーサタン,40.86189558054431,33.378297814767414
1155,335,EbiharaMatsuo,男,43,751,337,からくり兵,34.13261635394964,56.86357197302088
1156,160,KoizumiYumi,女,27,611,155,まほうつかい,85.81830201761285,30.913442210533006
1157,530,HandaShou,男,20,944,377,エデンの戦士たち１,17.560947997378594,301.429724968274
1158,49,IshiguroMasanobu,男,42,353,204,くものきょじん,55.48209995532266,17.233245171606562
1159,671,FukudaAyako,女,52,829,255,スイカ岩,31.6303558567804,53.25071493995676
1160,461,YokooAika,女,17,990,226,きりさきピエロ,60.42571931179149,103.28650246490058
1161,167,FukuchiSeiji,男,27,893,100,デッドペッカー,14.29056307706742,268.48693977479263
1162,998,YoshimuraKarin,女,34,706,78,スライムナイト,69.57964546933768,35.397807814754884
1163,543,TsurutaJunzou,男,40,146,65,しびれくらげ,52.75172323844875,7.474350725560546
1164,521,TadokoroTakashi,男,25,997,26,ぶちスライム,10.877655548237053,427.01278760961725
1165,902,MatsuzawaMao,女,38,407,59,キラーピッケル,30.092306603463502,36.82462229409303
1166,97,OdaHinano,女,37,392,90,ごろつき,45.13939422725193,23.480395333536837
1167,80,TanabeKiyonobu,男,39,769,210,じごくのハサミ,58.59147297722057,36.16159440183643
1168,974,NakazawaShigeru,男,56,81,194,スノードラゴン,67.50708559524386,2.423172900667845
1169,546,IshimaruKoutarou,男,18,955,131,ばくだん岩,12.89377070017096,443.3809314704149
1170,883,FukudaHiroaki,男,54,151,75,ガチャコッコ,10.134100873182117,32.29209200863732
1171,509,MarutaTaeko,女,32,592,337,からくり兵,34.13261635394964,61.89872360743722
1172,430,HayashiMomiji,女,36,446,107,かえんムカデ,12.563685890713405,102.55738661337031
1173,15,TakimotoMasako,女,46,561,94,ベロニャーゴ,67.34181724986689,19.54699708791241
1174,927,HirataYoshihisa,男,53,911,251,スナノサウルス,80.06800677672953,25.14495364740784
1175,290,ImadaYuuha,女,25,733,165,しのさそり,38.71921423673202,76.32555104367387
1176,779,KawaharaHiyori,女,51,247,74,タップデビル,18.549933186733426,30.991697349620924
1177,306,MizutaniYoshiko,女,59,50,360,サイレス,74.73391586783625,1.3484971283112845
1178,533,YasukawaKaho,女,17,618,152,エビルホーク,8.393350947353607,475.48632464910935
1179,953,TakatsuKanon,女,40,353,357,シュプリンガー,9.116566424221585,103.29722815416855
1180,742,HamaKazuya,男,32,114,101,ケダモン,74.19067882742955,5.524417036006368
1181,388,HisanoRitsuki,男,15,837,153,まおうのつかい,55.17997062458736,102.40850156410568
1182,50,IkutaYuuko,女,59,403,285,キマイラロード,52.324974393644084,14.362468875828549
1183,91,IshizawaYoshinari,男,24,146,248,ベスキング,1.9781317584607772,368.60826436210544
1184,615,InuiHiyori,女,59,759,259,キングスイカ岩,20.630888043328344,68.62985604207279
1185,653,UmekiShunsuke,男,14,394,313,コキュードス,43.46840164234956,67.90405467426041
1186,904,HanaiRihito,男,24,520,341,虹のおたからミミック,18.602246692985624,125.22963020480339
1187,35,IshizakiTamami,女,57,343,58,チョコヌーバ,94.72377075193083,6.434273548286272
1188,242,ShiraishiFumihiko,男,46,562,321,亡者のひとだま,18.347489980942544,72.78002523926209
1189,549,NishiokaShiho,女,42,758,37,みならいあくま,40.809803996534114,46.90006685119452
1190,90,SakaiSetsuko,女,55,706,82,よろいのきし,53.5657790652988,24.211917494225073
1191,647,NinomiyaYasuyoshi,男,39,222,339,銀のおたからミミック,65.60024220044626,10.129909242856513
1192,810,SakashitaMizuki,女,30,956,85,オーク,81.73320461804853,42.493906998449134
1193,603,MotohashiKaori,女,33,4,125,ピンクボンボン,31.753240550291896,0.43988104512330095
1194,8,ItagakiFuuka,女,19,872,333,グレイトマーマン,94.82921982874097,49.495216198196616
1195,501,HorieSuzuno,女,10,149,155,まほうつかい,85.81830201761285,18.350293624198994
1196,430,HayashiMomiji,女,36,446,157,ドロル,70.99548264555058,18.785322283151224
1197,972,YamaguchiEiji,男,17,400,317,グレゴリダンス,4.702826255093617,565.7408375026499
1198,500,TsuyukiSuzuka,女,59,844,226,きりさきピエロ,60.42571931179149,26.415662258613633
1199,579,TobitaTsutomu,男,57,245,325,ボーンファイター,8.739979281647969,51.58031411304489
1200,913,OohashiHiroyuki,男,52,998,115,ひとつめピエロ,57.12445817259867,38.19178608383837
1201,557,IkutaKenyuu,男,15,344,340,金のおたからミミック,44.39792894639438,55.39738593650001
1202,133,IkedaAyaka,女,16,475,243,メーダロード,49.837270903603205,61.30632560325688
1203,303,ArayaHirofumi,男,53,752,361,碧落天バリゲーン,32.028716377527374,46.76551215642869
1204,62,KumagayaKentarou,男,35,499,316,ホタテワラビー,28.777453736989766,56.10730469669676
1205,861,TakefujiRiho,女,39,848,298,リトルライバーン,84.51550457655938,27.999058786915896
1206,43,AragakiMitake,女,14,224,174,ダッシュラン,43.749965215570604,42.156656855564925
1207,741,MoroboshiRitsuko,女,40,664,224,ゲリュオン,25.726084412804752,67.47213902114834
1208,548,YokokawaChiaki,女,35,724,144,パペットマン,91.76576801565642,24.379987464021518
1209,756,NomaYuuna,女,49,430,111,フレイム,45.6582812090336,21.89032015425942
1210,128,SakamotoYuzuki,男,35,424,276,じごくのつかい,83.71339509045977,15.610718424119032
1211,300,IwashitaSeigo,男,14,626,314,アンクルホーン,4.754813386330026,1072.0325722221332
1212,452,KanekoKeigo,男,22,312,26,ぶちスライム,10.877655548237053,142.3072357868307
1213,896,IshimaruYuuna,女,14,905,256,トロピカルドラゴ,98.09855966622831,66.88002275703533
1214,671,FukudaAyako,女,52,829,69,ベビーマジシャン,92.40683964718518,18.95160763031412
1215,977,OsakaMasashi,男,52,407,219,メイジキメラ,10.688084638876594,86.88092064230901
1216,397,NakataniKaya,女,25,904,212,うみぼうず,81.87575919631068,52.3276685088611
1217,745,KitaSawako,女,11,173,143,かっちゅうアリ,37.41873930736478,47.61878121520368
1218,61,TakeshitaKazuma,男,35,598,97,ブラウニー,68.21795794896079,26.420845682975347
1219,552,YonedaHaruna,女,42,472,86,スライムタワー,5.199308791011492,248.13840675351165
1220,358,SudouShoujirou,男,26,392,215,ベンガルクーン,32.44980276838254,48.385079815022635
1221,253,MuroiKeiichi,男,58,773,33,キラースコップ,24.557522455088765,63.09116899233648
1222,845,KosugeKanon,女,44,592,171,ゴーレム,3.773423483230487,403.19976905005694
1223,569,NakamoriYuzuka,女,56,646,377,エデンの戦士たち１,17.560947997378594,76.2052679232624
1224,60,YamagataMasaharu,男,42,185,357,シュプリンガー,9.116566424221585,55.38678306740193
1225,407,ShirakiRyuuki,男,16,853,283,ボストロール,18.583203034108376,305.6702257516395
1226,380,ShiotaniYuki,女,21,135,288,ハロウィンゴースト,89.3101729372112,7.371741231802429
1227,171,TabuchiKoume,女,52,343,269,アカイライ,33.357318521014804,20.11343342042969
1228,171,TabuchiKoume,女,52,343,291,ハロウィンリカント,99.31276226964599,7.362878783310977
1229,56,OoiNozomi,女,44,498,301,アバン（ドラゴラム）,62.000481401688134,20.039566103489282
1230,893,IidaJirou,男,55,556,146,ヒイラギどうじ,11.91613426675815,99.37668116445464
1231,775,OoshiroYua,女,24,807,48,スライムつむり,54.987493129877016,70.71611069363738
1232,895,MatsuuraAtsushi,男,24,866,336,ナイトリッチ,92.70989102149501,42.82198607190713
1233,140,KanMieko,女,31,662,297,ちょうろうじゅ,90.29566272815309,27.894751769483143
1234,618,HasebeYuka,女,33,852,286,ハロウィンドラキー,5.605802130827387,547.3598528852996
1235,554,TsuzukiKiyoto,男,23,637,231,バラモス,15.312005462044564,182.68159985799204
1236,622,InadaTooru,男,11,936,207,キングミニデーモン,85.29219431571298,113.92701988674901
1237,324,IkutaHideki,男,41,777,15,いっかくうさぎ,73.38213327122693,28.723328448669328
1238,920,HirayamaYosaburou,男,34,807,27,メタッピー,70.91892600181495,35.73555844247699
1239,569,NakamoriYuzuka,女,56,646,96,どくやずきん,86.020608924239,14.996261986288417
1240,630,HirataTamaki,女,42,782,141,つむりんママ,63.41622979921233,34.00971985400071
1241,505,OjimaKurumi,女,29,825,259,キングスイカ岩,20.630888043328344,163.56361390305707
1242,32,MotohashiShuuto,男,24,94,224,ゲリュオン,25.726084412804752,16.177469133882017
1243,43,AragakiMitake,女,14,224,18,メラゴースト,87.18477888022025,21.68065882291895
1244,97,OdaHinano,女,37,392,238,ミミック,21.22510917568523,54.4437445421859
1245,772,TakasakiHaruo,男,36,500,211,ゴールドオーク,14.458977717006615,102.32092247565669
1246,760,ShirakawaAkiko,女,24,419,159,リカント,12.804934609094188,137.94780058522724
1247,692,MatsuzawaMasaru,男,17,426,149,サブナック,9.731343958772431,300.75782382636623
1248,977,OsakaMasashi,男,52,407,34,ドルイド,92.09325771690385,9.2921164813028
1249,520,KumazawaNatsumi,女,20,316,129,アルケミストン,63.63599161150697,27.87037053837294
1250,590,ShirakawaSouha,男,13,668,26,ぶちスライム,10.877655548237053,554.4650521006268
1251,798,NakanoSadao,男,54,888,238,ミミック,21.22510917568523,86.71056685474076
1252,38,OzekiKatsumi,男,19,802,169,あくまのきし,68.78622177338572,70.23268163649824
1253,67,NishimotoRitsuki,男,12,468,96,どくやずきん,86.020608924239,50.87444132600869
1254,872,KawabataAyako,女,40,829,368,スターキメラ,38.06694076898833,59.76115406412891
1255,153,NatoriKana,女,53,604,138,キラーパンサー,4.4870561276740055,303.68969289898166
1256,48,KamiyaKaho,女,34,379,371,アトラス,36.28594528565833,35.35874729300271
1257,199,FujisawaYumi,女,44,575,108,マミー,9.003670430155575,159.15616551035023
1258,1,ImamuraYoshimi,女,39,950,335,ヘルギフト,25.205098810024296,108.45052123655654
1259,862,KawaiSaki,女,22,557,166,キラーリカント,3.194156252605951,932.9713825610445
1260,645,TsukagoshiHina,女,50,460,95,ホークマン,47.41424166226875,22.460871843943167
1261,879,TsutsuiFuku,男,19,901,264,ヘルジュラシック,32.466840947327256,171.77680694218384
1262,12,TominagaReito,男,15,557,181,はしりとかげ,79.14847157418299,54.2303702142646
1263,498,SakuraiMikiko,女,32,506,314,アンクルホーン,4.754813386330026,363.0757916053095
1264,805,MiyajimaAkiko,女,54,118,278,ＭＣカンダタ,96.31837541218073,2.4989634661048283
1265,650,SakataChihoko,女,13,874,62,のろいの岩,19.026063918807413,380.9623800223085
1266,148,MatsumotoRyouta,男,52,571,35,ねこまどう,97.69891511470016,11.40753833069764
1267,540,NaruseRisa,女,40,906,195,ブリザードマン,22.944632343633042,100.83948370973805
1268,963,OosawaTokiko,女,47,633,70,がいこつ,62.366966323277865,25.378915874038693
1269,109,FukumotoKarin,女,32,552,152,エビルホーク,8.393350947353607,242.68783856338862
1270,50,IkutaYuuko,女,59,403,266,アイアンクック,25.629081334821024,27.831225484936333
1271,775,OoshiroYua,女,24,807,289,シャドーサタン,5.1530858693360715,699.7383490679237
1272,838,MasukoTomokazu,男,18,791,331,ガニラス,53.86825235298686,97.58390427450209
1273,823,OjimaMizuki,女,15,470,145,キングスライム,81.75335958155064,40.553431783525646
1274,422,IdaNobuyuki,男,29,948,7,メーダ,41.45988649216047,85.06352822619213
1275,191,IrieRina,女,52,416,283,ボストロール,18.583203034108376,44.98032726994259
1276,908,MaeharaShouji,男,21,571,91,ベビーニュート,12.272974759500554,235.3563674426989
1277,635,SeoAiha,女,38,538,40,モコモコじゅう,32.492325015699066,46.621180774938914
1278,84,SekimotoHirofumi,男,57,8,269,アカイライ,33.357318521014804,0.45328002977194076
1279,317,KubotaMirai,男,29,527,370,アックスドラゴン,73.78794496596242,27.86423830738154
1280,222,YokomizoAtsuki,男,11,696,291,ハロウィンリカント,99.31276226964599,75.0726114860165
1281,4,FukuzawaMiu,女,57,861,361,碧落天バリゲーン,32.028716377527374,49.760475469655766
1282,295,TsukadaRumi,女,55,873,269,アカイライ,33.357318521014804,56.91296608527268
1283,309,OotomoKinichi,男,36,393,97,ブラウニー,68.21795794896079,16.763761925005465
1284,779,KawaharaHiyori,女,51,247,178,ドラゴンフライ,73.42944096004948,6.777426620073488
1285,699,AganoAsuka,女,49,770,51,スマイルロック,33.10539004702668,52.31499360165428
1286,214,OikawaNaho,女,49,562,105,キラーマシン,31.93906897017036,36.39250102320031
1287,400,AgatsumaToujou,女,48,512,155,まほうつかい,85.81830201761285,14.835573865287266
1288,358,SudouShoujirou,男,26,392,92,はぐれメタル,71.21661083197408,21.478032313582908
1289,10,NarumiKyouko,女,52,826,15,いっかくうさぎ,73.38213327122693,21.78445595997757
1290,813,HinoShion,女,52,686,163,リカントマムル,9.032342209534406,162.56014836039
1291,839,NishiguchiMai,女,17,401,162,ドロルメイジ,22.28590311952594,108.21841614967677
1292,27,OotaHitonari,男,17,816,260,ドラゴンキッズ,30.170816351245676,179.38647798482708
1293,280,YamaguchiShouji,男,57,152,188,キングレオ,99.93204122564387,3.0787555800621957
1294,293,AizawaHatsuo,男,59,161,33,キラースコップ,24.557522455088765,11.534887386105215
1295,134,TawaraMasao,男,54,316,109,シャドー,63.452393498507156,11.060959974090846
1296,701,AizawaDaichi,男,49,87,200,メタルホイミン,5.665521422264264,34.32781933595004
1297,217,KitazawaTaiki,男,20,252,211,ゴールドオーク,14.458977717006615,103.94017997276592
1298,920,HirayamaYosaburou,男,34,807,204,くものきょじん,55.48209995532266,47.391352685111194
1299,553,MuroiYura,女,27,340,255,スイカ岩,31.6303558567804,44.88121853217241
1300,58,MatsudaAkari,女,54,878,81,たまねぎマン,92.5795124617181,20.857548772809533
1301,341,HaraNaoyoshi,男,43,13,251,スナノサウルス,80.06800677672953,0.393886925123751
1302,609,YamagishiSouga,男,25,283,189,アンドレアル,32.264628860039714,36.83702455985217
1303,97,OdaHinano,女,37,392,279,ゴールドマン,95.37759770335244,11.470298923361938
1304,716,IinoNorihisa,男,14,172,321,亡者のひとだま,18.347489980942544,78.00807384885002
1305,348,EguchiRyuuichi,男,31,655,150,ブラッドハンド,24.730263135557152,88.05388605296352
1306,147,AshidaNorio,男,20,819,351,ブラックチャック,97.71733805715151,44.60322824671005
1307,936,MuramatsuHouko,女,12,392,185,スカイドラゴン,18.93058488821453,194.12213408539935
1308,601,MukaiSatoko,女,55,863,148,ベビーサラマンダ,75.64547594156734,21.003957923860646
1309,626,NagataHiiro,女,47,459,227,さくらこぞう,14.588254115474786,72.91475870863954
1310,968,ShiodaChuuichi,男,52,766,237,マリンスライム,33.71401186637642,43.80728335719034
1311,731,AgatsumaFuuka,女,14,724,93,ひくいどり,33.02737210414144,159.860688593862
1312,904,HanaiRihito,男,24,520,335,ヘルギフト,25.205098810024296,94.22255456558122
1313,77,AsanumaSeiko,女,18,1000,117,メタルライダー,52.31662315813808,120.34977621526434
1314,165,KidoTasuku,男,21,127,212,うみぼうず,81.87575919631068,8.685814388378951
1315,960,YokomizoRui,男,17,999,205,じごくのもんばん,80.7548432124322,78.02487815473768
